Línea;Codigo;Descripción;Nivel
TECNOQUIMICAS SA;7202;WINNY PANTS ET5*30 BOLSA IND;
TECNOQUIMICAS SA;7203;ACETAMINOFEN FORTE MK*8TAB;
TECNOQUIMICAS SA;7205;MEJORALITO JARABE*90ML;
TECNOQUIMICAS SA;7206;YODORA TALCO*60GR DISPLAY*6UND;
TECNOQUIMICAS SA;7207;WINNY PANTS ET4*30;
TECNOQUIMICAS SA;7208;WINNY PANTS ET4*50;
TECNOQUIMICAS SA;7210;ALCOHOL GEL MK*300ML;
TECNOQUIMICAS SA;7212;ALCOHOL GEL MK*1000ML;
TECNOQUIMICAS SA;7213;WINNY PANTS ET 5*30;
TECNOQUIMICAS SA;7214;DURAFEX ESPALDA FORTE*6CAP;
TECNOQUIMICAS SA;7215;CLOROX TOALLITAS AROMA LIMON DESINFEC*35UN;
TECNOQUIMICAS SA;7216;WINNY SEC ET 4 *100UN;
TECNOQUIMICAS SA;7217;WINNY SEC ET2 *100UN;
TECNOQUIMICAS SA;7218;WINNY SEC ET3 *100UN;
TECNOQUIMICAS SA;7219;ALIVRUB MK *50GR POTE;
TECNOQUIMICAS SA;7220;ESPARADRAPO TELA CUREBAND 1 X 5;
TECNOQUIMICAS SA;7222;ASA MK *100MG TABLETAS;
TECNOQUIMICAS SA;7225;WINNY GOLD ET 6*30UN;
TECNOQUIMICAS SA;7227;WINNY ULT SEC ET 1*16;
TECNOQUIMICAS SA;7228;WINNY ULT SEC ET 5*16;
TECNOQUIMICAS SA;7229;WINNY ULT SEC ET 3*16UN;
TECNOQUIMICAS SA;7230;WINNY ULT SEC ET 4*16UN;
TECNOQUIMICAS SA;7231;NORAVER GRIPA FAST TOTAL*12 P.E;
TECNOQUIMICAS SA;7233;IBUFLASH MIGRAN PAG7 LLV8;
TECNOQUIMICAS SA;7237;CLOROX TOALLITAS DESINF EXPERT*15UN;
TECNOQUIMICAS SA;7243;NORAVER CEREZA *12;
TECNOQUIMICAS SA;7245;LIMPIDO ROPA COLOR*1800ML;
TECNOQUIMICAS SA;7246;NORAVER PASTILLA MENTA FORTE*12;
TECNOQUIMICAS SA;7253;CLOROX BLANCOS BRILLANTES *3800ML;
TECNOQUIMICAS SA;7254;VIRUTA WALBRON ECO#5;
TECNOQUIMICAS SA;7255;CLOROX ANTI-SPLASH ORIG *930ML;
TECNOQUIMICAS SA;7256;ALCOHOL GEL MK*45ML;
TECNOQUIMICAS SA;7257;NORAVER GRIPA BEBIDA NOCHE*8 P.E.;
TECNOQUIMICAS SA;7258;GASTROFAST ADVANCE SCH*10;
TECNOQUIMICAS SA;7259;SALDFRUTAS LUA PLUS*20+2+IBF MIGRN*14+6SOB KOLA*30GR;
TECNOQUIMICAS SA;7260;3 YODORA MINI ROLLON HOMBRE TOTAL CONT*30GR;
TECNOQUIMICAS SA;7261;3 YODORA MINI ROLLON MUJER DERMA CONTROL*30GR;
TECNOQUIMICAS SA;7262;YODORA 8TUBOS+2MINIROLLON GTIS 1TALCO*60GR;
TECNOQUIMICAS SA;7263;CLOROX TOALLITAS DESINF EXPERT DISPLAY*5;
TECNOQUIMICAS SA;7265;BONFIEST LUA PLUS*20+NBBNOC8+DURAF ESP*8;
TECNOQUIMICAS SA;7266;WINNY SEC ET5 *50UN;
TECNOQUIMICAS SA;7270;RECAMBIO PAÑAL ULT ET3 (2 UNIDADES);
TECNOQUIMICAS SA;7271;RECAMBIO PAÑAL ULT ET4 (2 UNIDADES);
TECNOQUIMICAS SA;7272;RECAMBIO PAÑAL ULT ET5 (2 UNIDADES);
TECNOQUIMICAS SA;7273;WINNY GOLD ET 5*50UN;
TECNOQUIMICAS SA;7274;DURAFEX ESPALDA FORTE*8CAP;
TECNOQUIMICAS SA;7275;IBUFLASH MIGRAN*14CAP;
TECNOQUIMICAS SA;7277;OF 6 CLOROX ROPA COLOR*450 GTS 1CLOR REG;
TECNOQUIMICAS SA;7279;NORAVER GRIPA FAST TOTAL*12;
TECNOQUIMICAS SA;7284;OF TOALLITAS WINNY ALOE*24UND PG 6 LLV 7;
TECNOQUIMICAS SA;7285;OF DURAFEX ESPALDA FORTE*8CAP PG 1 LLV 2 ;
TECNOQUIMICAS SA;7286;GASTROFAST ADVANCE SCH*10 P.E;
TECNOQUIMICAS SA;7287;WINNY PANTS ET 5*50;
TECNOQUIMICAS SA;7288;VITAMINA MK NARANJA*500G*100TAB;
TECNOQUIMICAS SA;7289;NORAVER GRIPA BEBIDA NOCHE*8+2 P.E.;
TECNOQUIMICAS SA;7290;ACETAMINOFEN MK*500MG *100 + MEJORAL*10;
TECNOQUIMICAS SA;7291;OF 1 DURAFEX ESPALDA FORTE*8CAP DCTO 30%;
TECNOQUIMICAS SA;7349;OF CLOROX REGULAR *530ML PAG23 LLV26;
TECNOQUIMICAS SA;7350;CLOROX ROPA PODER DUAL *3800ML;
TECNOQUIMICAS SA;7352;LIMPIDO MULTIUSOS BONBRIL 500C;
KELLOGG DE COLOMBIA;9001;CHOCOKRISPI MEGA *115G;
KELLOGG DE COLOMBIA;9002;ZUCARITAS MEGA *115GR;
COLOMBIANA DE COMERCIO CORBETA;9003;H&S SH LIMP RENOV 375ML+180ML P.E;
COLOMBIANA DE COMERCIO CORBETA;9004;H&S SH SUAVE Y MANEJ 375ML+180ML P.E;
COLOMBIANA DE COMERCIO CORBETA;9005;H&S CREMA PEINAR ACEITE DE COCO*16ML*12SOBRES;
COLOMBIANA DE COMERCIO CORBETA;9006;H&S SUAVE/MANEJABLE 18ML *12UN 8%DCTO;
COLOMBIANA DE COMERCIO CORBETA;9009;H&S SH PURIFI CAPILAR FCO*375ML+180ML P.E.;
COLOMBIANA DE COMERCIO CORBETA;9010;COMBO SACHET H&S+PANTEN PAG27 LLV36;
COLOMBIANA DE COMERCIO CORBETA;9011;H&S LIMPIEZA RENOVA FCO*375ML;
COLOMBIANA DE COMERCIO CORBETA;9014;RINDEX FLORAL *125 GR;
COLOMBIANA DE COMERCIO CORBETA;9015;H&S LIMPIEZA RENOVA FCO*180ML;
COLOMBIANA DE COMERCIO CORBETA;9016;H&S SUAVE Y MANEJABLE FCO*375ML;
COLOMBIANA DE COMERCIO CORBETA;9017;PREST ULTRAGRIP*20UN+4PREST 3HOJAS;
COLOMBIANA DE COMERCIO CORBETA;9018;MAQ MINORA II *12;
KELLOGG DE COLOMBIA;9019;FROOT LOOPS MEGA *90G;
COLOMBIANA DE COMERCIO CORBETA;9020;PREST ULTRAGRIP*10UN+2PREST 3HOJAS;
COLOMBIANA DE COMERCIO CORBETA;9021;3 ARIEL REGULAR *225GR;
COLOMBIANA DE COMERCIO CORBETA;9022;RINDEX FLORAL *400+50GR;
COLOMBIANA DE COMERCIO CORBETA;9023;RINDEX 10 *1KL;
COLOMBIANA DE COMERCIO CORBETA;9024;CREMA DENTAL ORALB 4EN1 *50ML;
COLOMBIANA DE COMERCIO CORBETA;9025;ARIEL REGULAR *225GR;
COLOMBIANA DE COMERCIO CORBETA;9026;MINORA PLATINO HOJA *10;
COLOMBIANA DE COMERCIO CORBETA;9028;H&S SUAVE Y MANEJABLE FCO*180ML;
COLOMBIANA DE COMERCIO CORBETA;9029;ARIEL REGULAR 400 + 50 GR;
COLOMBIANA DE COMERCIO CORBETA;9032;H&S LIMPIEZA RENOVADORA*33ML*8UND;
COLOMBIANA DE COMERCIO CORBETA;9033;ARIEL REGULAR* 1KL;
COLOMBIANA DE COMERCIO CORBETA;9034;RINDEX FLORAL*1000GR;
COLOMBIANA DE COMERCIO CORBETA;9037;PANTENE AC 3MM RESTAURACION*18ML*12UND;
COLOMBIANA DE COMERCIO CORBETA;9038;PANTENE CREMA RIZOS DEF 16ML *12UN;
COLOMBIANA DE COMERCIO CORBETA;9040;VICKVAPORUB*12GR;3
COLOMBIANA DE COMERCIO CORBETA;9042;MAQ PRESTO VENUS ROSAD*8 UNDS;
COLOMBIANA DE COMERCIO CORBETA;9044;RINDEX 10 MULTI LIMON*250GR;
COLOMBIANA DE COMERCIO CORBETA;9045;RINDEX 10 MULTI LIMON*500GR;
COLOMBIANA DE COMERCIO CORBETA;9047;H&S SH PROTECCION CAIDA FCO*180ML;
COLOMBIANA DE COMERCIO CORBETA;9048;PRESTOBARBA GILLETTE 3H*8UND+4PRESTO GILLETT VENUS;
COLOMBIANA DE COMERCIO CORBETA;9050;COMB PRESTOBARBA ULTRARIP 3H*12 +ULTRAGRIP 2H*12;
COLOMBIANA DE COMERCIO CORBETA;9052;DESOD GILLET CR ANTITRANS*10GR*12UND;
COLOMBIANA DE COMERCIO CORBETA;9053;PANTENE SH RESTAURACION 33ML *8 UND;
COLOMBIANA DE COMERCIO CORBETA;9054;ARIEL REGULAR*1500GR;
COLOMBIANA DE COMERCIO CORBETA;9055;CEPILLO PRO DELUXE 425;
COLOMBIANA DE COMERCIO CORBETA;9057;ARIEL DET  LIQUIDO *400ML RCOLOR;
COLOMBIANA DE COMERCIO CORBETA;9058;H&S SH ACEITE DE COCO*18ML*12UN;
COLOMBIANA DE COMERCIO CORBETA;9059;RINDEX 10 MULTI*2KL;
COLOMBIANA DE COMERCIO CORBETA;9060;H&S SH PURIFI CAPILAR FCO*180ML;
COLOMBIANA DE COMERCIO CORBETA;9061;PRESTOBARBA 3 *10 PRECIO ESPEC;
COLOMBIANA DE COMERCIO CORBETA;9062;ARIEL REGULAR*2000GR;
COLOMBIANA DE COMERCIO CORBETA;9063;H&S SH PURIFI CAPILAR FCO*375ML;
COLOMBIANA DE COMERCIO CORBETA;9064;ARIEL POLVO 4KL;1,3
COLOMBIANA DE COMERCIO CORBETA;9066;RINDEX FLORES*4000GR;
COLOMBIANA DE COMERCIO CORBETA;9067;PRESTOBARBA EXCEL 2 HOJAS * 6;
COLOMBIANA DE COMERCIO CORBETA;9069;H&S LIMPIEZA RENOVADORA 18ML *12UN;
COLOMBIANA DE COMERCIO CORBETA;9070;H&S SUAVE/MANEJABLE 18ML *12UN;
COLOMBIANA DE COMERCIO CORBETA;9071;CEPILLO DENT ORAL B 123*12;
COLOMBIANA DE COMERCIO CORBETA;9072;CEPILLO PROCOMPACT *12;
COLOMBIANA DE COMERCIO CORBETA;9074;COMBO SH HYS SACHET*10ML*30SOBRES;
COLOMBIANA DE COMERCIO CORBETA;9077;H&S SH ACEITE COCO *375ML;
COLOMBIANA DE COMERCIO CORBETA;9079;ARIEL REVITACOLO*1KL;
COLOMBIANA DE COMERCIO CORBETA;9081;RINDEX 10 FRESCURA SUAVISANT*2 KL;
COLOMBIANA DE COMERCIO CORBETA;9082;DESOD GILLETTE CLEAR GEL*45GR;
COLOMBIANA DE COMERCIO CORBETA;9084;PANTENE SH RESTAURACION 18ML *12 UND;
COLOMBIANA DE COMERCIO CORBETA;9085;ARIEL AROMA TOQUE DOWNY*800GR;
COLOMBIANA DE COMERCIO CORBETA;9086;RINDEX 10 FRESCURA SUAVISANT*125 GR;
COLOMBIANA DE COMERCIO CORBETA;9087;RINDEX 10 FRESCURA SUAVISANT*1000 GR;
COLOMBIANA DE COMERCIO CORBETA;9088;PRESTOBARBA ULTRAGRIP*16+4 BOLS PRESTOB*2UN;
COLOMBIANA DE COMERCIO CORBETA;9089;PRESTOBARBA 3HOJAS*8UN+2 BOLS PRESTOB 3H*2UN;
COLOMBIANA DE COMERCIO CORBETA;9090;PRESTOBARBA ULTRAGRIP*8+2 BOLS PRESTOB*2UN;
COLOMBIANA DE COMERCIO CORBETA;9091;VICK PASTILLA CEREZA*24 SOBRES;
COLOMBIANA DE COMERCIO CORBETA;9092;VICK PASTILLA MENTOL*24 SOBRES;
COLOMBIANA DE COMERCIO CORBETA;9093;ARIEL REVITACOLOR *125GR;
COLOMBIANA DE COMERCIO CORBETA;9094;ARIEL REVITACOLOR *225GR;
COLOMBIANA DE COMERCIO CORBETA;9095;PANTENE TRATAMIENTO REPARAD*30ML RISTRA*8UN;
COLOMBIANA DE COMERCIO CORBETA;9101;ARIEL DET  LIQUIDO *400ML REGULAR;
COLOMBIANA DE COMERCIO CORBETA;9102;PANTENE SH+AC BAMBU*400ML;
COLOMBIANA DE COMERCIO CORBETA;9103;H&S SH COCO 375ML+180ML;
COLOMBIANA DE COMERCIO CORBETA;9104;CEPILLO PRO 900 2 X 1;
COLOMBIANA DE COMERCIO CORBETA;9105;SALVO LIQUIDO LIMON*750ML;
COLOMBIANA DE COMERCIO CORBETA;9106;KV SH H&S LIM R*18ML+SH SM*18ML+SH PANT RES*33ML DCTO12%;
COLOMBIANA DE COMERCIO CORBETA;9108;CEBION MASTICABLE VITA C*100;
COLOMBIANA DE COMERCIO CORBETA;9109;CEBION MASTICABLE VITA C*50;
COLOMBIANA DE COMERCIO CORBETA;9110;ARIEL REVITACOLOR *450GR;
COLOMBIANA DE COMERCIO CORBETA;9112;PANTENE TRATAMIENTO BAMBU*30ML RISTRA*8UN;
H&S ;9115;KV SH H&S SM 18ML*12+LR 18ML*12+PANT SH REST*18ML*12 ;
COLOMBIANA DE COMERCIO CORBETA;9119;H&S SH FUERZA DE RAIZ*33ML*8UND;
COLOMBIANA DE COMERCIO CORBETA;9120;COMBO SACHET H&S SM+LR+FR+PANTEN PAG27 LLV36;
COLOMBIANA DE COMERCIO CORBETA;9122;COMBO SACHET H&S SM+LR+MIR+PANTEN PAG27 LLV36;
COLOMBIANA DE COMERCIO CORBETA;9123;ESPUMA AFEITAR GILLET SENSITIVE*56G;
COLOMBIANA DE COMERCIO CORBETA;9124;DET ARIEL LIQUID*1.2LT DOYPACK;
COLOMBIANA DE COMERCIO CORBETA;9125;PRESTOBARBA ULTRAGRIP 3H*12UDS;
COLOMBIANA DE COMERCIO CORBETA;9126;ARIEL REGULAR *100GR;
H&S ;9129;KV 1DP HS LR18+PANTENE RET33ML 16%;
COLOMBIANA DE COMERCIO CORBETA;9130;H&S LIMPIEZA RENOVADORA 75ML SACHET;
COLOMBIANA DE COMERCIO CORBETA;9131;PANTENE SH COLAGENO 18ML*12 UND;
COLOMBIANA DE COMERCIO CORBETA;9132;COMBO SH H&S+PANTEN SACHET MIX PAG26 LLV36;
COLOMBIANA DE COMERCIO CORBETA;9133;CEBION NARANJA 500MG DISP 20 SOB*2;
COLOMBIANA DE COMERCIO CORBETA;9134;COMBO 6 ARIEL REGULAR*1KL+1 SH H&S SUAVE/MANEJABLE 18ML*12UN;
COLOMBIANA DE COMERCIO CORBETA;9135;MAQ 12PB UG + 12 PBA3;
COLOMBIANA DE COMERCIO CORBETA;9136;KV 6 R10 MB+ 6 R10 SUAV 500 P.E;
HARINERA DEL VALLES.A.;10001;ACEITE RIQUISIMO *250CC;
HARINERA DEL VALLES.A.;10002;ACEITE RIQUISIMO *500CC;
HARINERA DEL VALLES.A.;10003;ACEITE RIQUISIMO *1000CC;
HARINERA DEL VALLES.A.;10004;ACEITE RIQUISIMO *3000CC;
HARINERA DEL VALLES.A.;10005;ACEITE PREMIER GIRASOL *250CC;
HARINERA DEL VALLES.A.;10006;ACEITE PREMIER GIRASOL *500CC;
HARINERA DEL VALLES.A.;10007;ACEITE PREMIER LINE*1000 CC;
HARINERA DEL VALLES.A.;10008;MANTECA FRIDA *125GR;
HARINERA DEL VALLES.A.;10009;MANTECA FRIDA *250GR;
HARINERA DEL VALLES.A.;10010;MANTECA FRIDA *500GR;
HARINERA DEL VALLES.A.;10011;MARGARINA PRACTIS*200GR;
HARINERA DEL VALLES.A.;10012;MARGARINA PRACTIS *400GR;
HARINERA DEL VALLES.A.;10013;VINAGRE COLMANS *500CC;
HARINERA DEL VALLES.A.;10014;CR LEFRIT *500GR;
HARINERA DEL VALLES.A.;10015;CR LEFRIT *1000GR;
HARINERA DEL VALLES.A.;10016;TRIGO HAZ DE OROS *500GR;
HARINERA DEL VALLES.A.;10017;TRIGO HAZ DE OROS POLVO HORNE *500GR;1,2
HARINERA DEL VALLES.A.;10018;TRIGO AGUILEÑA *454GR;
HARINERA DEL VALLES.A.;10019;DONA AREPA BLANCA *500GR;
HARINERA DEL VALLES.A.;10020;DONA AREPA AMARILLA *500GR;
HARINERA DEL VALLES.A.;10021;DONATORTA VAINILLA *500GR;
HARINERA DEL VALLES.A.;10022;DONATORTA CHOCOLATE *500GR;
HARINERA DEL VALLES.A.;10023;DONATORTA NARANJA *500GR;
HARINERA DEL VALLES.A.;10026;MEZCLA P/PANCAKE HAZ DE ORO*300GR;
HARINERA DEL VALLES.A.;10027;PASTA LA MUNECA SPAGUETTI *200GR;
HARINERA DEL VALLES.A.;10028;PASTA LA MUNECA CONCHA *200GR;
HARINERA DEL VALLES.A.;10029;PASTA LA MUNECA FIDEO *200GR;
HARINERA DEL VALLES.A.;10030;PASTA LA MUNECA CABELLO ANGEL *250GR;
HARINERA DEL VALLES.A.;10031;PASTA LA MUNECA LETRAS *250GR;
HARINERA DEL VALLES.A.;10032;PASTA LA MUNECA CODO *250GR;
HARINERA DEL VALLES.A.;10033;PASTA LA MUNECA CONCHA 250GR;
HARINERA DEL VALLES.A.;10035;PASTA LA MUNECA RIGATONE 250GR;
HARINERA DEL VALLES.A.;10036;PASTA LA MUNECA TORNILLO 250GR;
HARINERA DEL VALLES.A.;10037;PASTA LA MUNECA MACARRONCITO 250GR;
HARINERA DEL VALLES.A.;10038;PASTA LA MUNECA FIDEO *250GR;
HARINERA DEL VALLES.A.;10039;PASTA LA MUNECA SPAGUETTI 250GR;
HARINERA DEL VALLES.A.;10040;PASTA LA MUNECA SPAGUETTI *500GR;
HARINERA DEL VALLES.A.;10041;PASTA SAN REMO SPAGUETTI 400GR;
HARINERA DEL VALLES.A.;10043;PASTA SAN REMO FIDEO *400GR;
HARINERA DEL VALLES.A.;10045;PASTA SAN REMO SURT*250GR*24UNDS;
HARINERA DEL VALLES.A.;10047;ACEITE PREMIER GIRASOL *1000CC;
HARINERA DEL VALLES.A.;10053;TRIGO LA AMERICANA*454 @ *25 LIBRAS;
HARINERA DEL VALLES.A.;10055;JB UNICO PLUS LIMON *220G;
HARINERA DEL VALLES.A.;10056;JB UNICO PLUS FLORAL*220G;
HARINERA DEL VALLES.A.;10057;JB UNICO PLUS LAVANDA *220G;
HARINERA DEL VALLES.A.;10058;JB LEMON SURTIDO*115G;
HARINERA DEL VALLES.A.;10059;JB FAMA TOTAL *250G;
HARINERA DEL VALLES.A.;10060;JB UNICO PODER*250G;
HARINERA DEL VALLES.A.;10061;OF TRIGO HAZ DE OROS*500 PG24LL25;
HARINERA DEL VALLES.A.;10065;AC PREMIER OLIVA*250CC EXTRAVIRGEN;
HARINERA DEL VALLES.A.;10066;MARGARINA NATURA *125G*4 PLEGADIZA;
HARINERA DEL VALLES.A.;10069;TRIGO LA AMERICANA*454GR;
HARINERA DEL VALLES.A.;10070;SYRUP HAZ DE OROS *340ML;
HARINERA DEL VALLES.A.;10071;CR LEFRIT *3000GR;
HARINERA DEL VALLES.A.;10072;PASTA SAN REMO ESPAGUETTI *200GR;
HARINERA DEL VALLES.A.;10074;PASTA SAN REMO CORBATA *200GR;
HARINERA DEL VALLES.A.;10075;PASTA SAN REMO CONCHA*200GR;
HARINERA DEL VALLES.A.;10076;PASTA SAN REMO FIDEO *200GR;
HARINERA DEL VALLES.A.;10079;ACEITE RIQUISIMO *5000CC;
HARINERA DEL VALLES.A.;10080;ACEITE OLEOCALI *250CC;
HARINERA DEL VALLES.A.;10081;ACEITE OLEOCALI *500CC;
HARINERA DEL VALLES.A.;10082;ACEITE OLEOCALI *1000CC;
HARINERA DEL VALLES.A.;10083;ACEITE OLEOCALI *3000CC;
HARINERA DEL VALLES.A.;10084;MARGARINA PREMIER *125GR*4 PLEGADIZA;
HARINERA DEL VALLES.A.;10085;MARGARINA NATURA *125GR DISPLEY*20 UNDS;
HARINERA DEL VALLES.A.;10087;DOÑAREPA EXTRAFINA DELCAMPO*500GR;
HARINERA DEL VALLES.A.;10088;DONA AREPA CHOCLO *500GR;
HARINERA DEL VALLES.A.;10095;MARGARINA NATURA *60GR DISPLEY*16UND;
HARINERA DEL VALLES.A.;10096;ACEITE PREMIER GIRASOL *3000CC;
HARINERA DEL VALLES.A.;10097;ACEITE PREMIER GIRASOL *5000CC;
HARINERA DEL VALLES.A.;10098;DONA AREPA BLANCA *1000GR;
HARINERA DEL VALLES.A.;10100;JB FAMA BEBE *250GR;
HARINERA DEL VALLES.A.;10101;JB FAMA COCO *250GR;
HARINERA DEL VALLES.A.;10103;PASTA SAN REMO CORBATA*250G;
HARINERA DEL VALLES.A.;10104;AC PREMIER OLIVA *750CC;
HARINERA DEL VALLES.A.;10105;AC PREMIER OLIVA *500CC;
HARINERA DEL VALLES.A.;10107;PASTA SAN REMO CONCHA *250GR;
HARINERA DEL VALLES.A.;10108;PASTA SAN REMO FIDEO *250GR;
HARINERA DEL VALLES.A.;10109;PASTA SAN REMO SPAGUETTI *250GR;
HARINERA DEL VALLES.A.;10110;PASTA LA MUNECA TORNILLO *200GR;
HARINERA DEL VALLES.A.;10111;PASTA SAN REMO CABELLO DE ANGEL*250G;
HARINERA DEL VALLES.A.;10114;PASTA SAN REMO CONCHA *400GR;
HARINERA DEL VALLES.A.;10115;PASTA SAN REMO MACARRONCITO *250GR;
HARINERA DEL VALLES.A.;10117;PASTA SAN REMO SPAGUETI *1000GR;
HARINERA DEL VALLES.A.;10119;PASTA LA MUNECA CORBATA *250GR;
HARINERA DEL VALLES.A.;10120;PASTA LA MUNECA LASAGNA *200GR;
HARINERA DEL VALLES.A.;10121;PASTA LA MUNECA LASAGNA *400GR;
HARINERA DEL VALLES.A.;10122;ACEITE PREMIER GIRASOL *2000CC;
HARINERA DEL VALLES.A.;10124;DONATORTA VAILINILLA *260GR;
HARINERA DEL VALLES.A.;10131;DONA AREPA*500GR BLANCA PAG6 LLEV7;
HARINERA DEL VALLES.A.;10147;PASTA LA MUNECA CABELLO DE ANGEL*200G;
HARINERA DEL VALLES.A.;10152;OF PASTA LA MUNECA CONCHA*250GR PG9 LLV10;
HARINERA DEL VALLES.A.;10153;OF PASTA LA MUNECA FIDEO*250GR PG9 LLV10;
HARINERA DEL VALLES.A.;10154;OF PASTA LA MUNECA SPAGUETTI*250GR PG9 LLV10;
HARINERA DEL VALLES.A.;10155;OF PASTA LA MUNECA CODO*250GR PG9 LLV10;
HARINERA DEL VALLES.A.;10157;PASTA LA MUNECA SPAGUETTI *500GR PG7 LLV8;
HARINERA DEL VALLES.A.;10174;OF PASTA LA MUNECA LETRAS*250GR PG9 LLV10;
HARINERA DEL VALLES.A.;10175;OF PASTA LA MUNECA CORBATA*250GR PG9LLV10;
HARINERA DEL VALLES.A.;10177;ACEITE PREMIER GIRASOL *500CC PG 9 LLV10;
HARINERA DEL VALLES.A.;10180;MEZCLA P/PANCAKE HAZ DE ORO*300 GTS MILO 25GR;
HARINERA DEL VALLES.A.;10184;OF PASTA LA MUNECA SPAGUETTI*200GR PG9 LLV10;
HARINERA DEL VALLES.A.;10185;OF PASTA LA MUNECA FIDEO*200GR PG9 LLV10;
HARINERA DEL VALLES.A.;10186;OF PASTA LA MUNECA CONCHA*200GR PG9 LLV10;
HARINERA DEL VALLES.A.;10187;OF ACEITE PREMIER GIRASOL*3000CC 12%;
HARINERA DEL VALLES.A.;10188;OF ACEITE PREMIER GIRASOL*1000CC 12%;
HARINERA DEL VALLES.A.;10189;OF ACEITE PREMIER GIRASOL*500CC 12%;
HARINERA DEL VALLES.A.;10190;OF TRIGO HAZ DE OROS POLVO*500 PG24 LL25;1,2
HARINERA DEL VALLES.A.;10191;OF DONA AREPA BLANCA *500GR PAG9 LLEV10;
HARINERA DEL VALLES.A.;10192;OF DONA AREPA AMARILLA *500GR PAG9 LLEV10;
HARINERA DEL VALLES.A.;10193;OF DONA AREPA BLANCA *1000GR PAG9 LLEV10;
HARINERA DEL VALLES.A.;10194;OF DOÑA TORTA*500GR (3VAINILLA+1NARANJA+1CHOCOLA)GTS 1 PANCAKE HAZ DE ORO*300GR;
HARINERA DEL VALLES.A.;10195;ACEITE PREMIER GIRASOL *3000CC GTS 1 AC PREMIER GIRASOL *500CC;
HARINERA DEL VALLES.A.;10196;ACEITE PREMIER GIRASOL PG*900 LLV*1000CC;
ALDOR;12102;YOGUETA YOGUEPOPS FRESA*12;
ALDOR;12103;TROLLI MOTOSOS*41GR;
ALDOR;12104;TROLLI OINK*49.5GR;
ALDOR;12108;OF PIN POP GIGANTE (2 MARACUYA*24 UND+1 SURTIDO*24 UND+ 1FRESA*24 UND) GTS 1 ARBOLITO EXHIBIDOR;
ALDOR;12109;PIN POP BUMBA MANZANA*24 UND;
ALDOR;12110;PIN POP BUMBA GIG MANZANA*24 UND;
ALDOR;12111;FRUNAS FRUGOSAS*49 GR;
ALDOR;12112;FRUNAS ORIGINAL*49 GR;
ALDOR;12113;TROLLI ENLLAMATE *56G;
ALDOR;12114;FRUNAS VITA C*12;
ALDOR;12115;VIVAVITA VITAMINA C*25 UDS;
ALDOR;12116;YOGUETA YOGUEPOPS MORA*12;
ALDOR;12117;PIN POP FRESH+POLVO EFERVESCENTE*12;2
ALDOR;12118;MECHAS LOCAS ALIENS*6UN D;
ALDOR;12119;PIN POP BUMBA LULIMON*24UND;
ALDOR;12120;PIN POP BUMBA GIG LULIMON*24UND;
ALDOR;12121;TROLLI BOCADOS MARACUCREAM*40.5 GR;
ALDOR;12122;CHUPETON HELADOS*48UND;
ALDOR;12123;PIN POP BUMBA MANC-LENGUA MORAZUL-FRESA*24UN;
ALDOR;12124;YOGUETA FRUTALES FRESA*24UND;
ALDOR;12125;YOGUETA FRUTALES MORA*24UND;
ALDOR;12126;TROLLI BOCADOS GUANABANA*40.5 GR;
ALDOR;12127;FRUNAS ORIGINAL *12UNDS;
ALDOR;12128;PPP GIG*24(1SURT+2LULIMON)1YOGUET FRES*24+1YOGUET MOR*24 GTS 1PINP GIG FRES*24;
ALDOR;12129;TROLLI BOCADOS LULO*40.5 GR;
ALDOR;12130;TROLLI RUGIDOS *44GR;
ALDOR;12131;TROLLI RUGIDOS*58GR;
ALDOR;12132;TROLLI EMOCIONES BOLSA*100;
ALDOR;12133;TROLLI ANAYCONDA BOLSA RPTO*100;
ALDOR;12134;TROLLI ANILLOS BOLSA*100;
ALDOR;12135;TROLLI ANAYCONDA POTE*200;
ALDOR;12136;OF FRUNAS ORIGINAL *32UNDS+PIN POP BUMBA GIGANTE FRESA*24 UND+SONETTO RELLENO CHOCOLATE*100UND+TOFFELO ARTESANO SURT*50 UNDS;
ALDOR;12137;PIN POP BUMBA GIG MARACUYA*24UND;
ALDOR;12138;PIN POP BUMBA MARACUYA*24UND;
ALDOR;12139;YOGUETA YOGUEPOPS LECHE CONDENSADA*12;
ALDOR;12140;TROLLI GOMITAS OINK RPTO *100UNDS;
ALDOR;12141;OF 1 PIN POP LULIMON*24UND+1 PIN POP SURTIDO*24+1 SONETTO RELLENO CHOCO*100+1VIVAVITA VITAMINA C*25 GTS 1 PIN POP LULIMON*24;
DETERGENTES LTDA;14101;ACEITE VIVI *500CC DCTO 5%;
DETERGENTES LTDA;14102;ACEITE VIVI *900CC DCTO 5%;
DETERGENTES LTDA;14103;ACEITE VIVI *3000CC DCTO 5%;
DETERGENTES LTDA;14104;LIMPIADOR MULTIUSOS *4000ML;
DETERGENTES LTDA;14106;ACEITE VIVI *5000CC;
DETERGENTES LTDA;14108;LAVALOZA DERSA *4 LT;
DETERGENTES LTDA;14109;LAVALOZA DERSA LIQUIDO *2000ML DOYPACK;
DETERGENTES LTDA;14110;LAVALOZA DERSA *1000ML DOYPACK;
DETERGENTES LTDA;14111;LAVALOZA DERSA *500ML DOYPACK;
DETERGENTES LTDA;14112;JB REY*300GR CAJA*25UND DCTO 3%;
DETERGENTES LTDA;14114;MARGARINA LA FINA*125GR DISPL*4UN;
